x,rho
-1.9998,11.254235311365681
-1.9987998499624906,4.594809625837699
-1.9977996999249812,3.3938969768737386
-1.9967995498874718,2.8144167863574894
-1.9957993998499626,2.456929058797308
-1.9947992498124532,2.2083588742487406
-1.9937990997749437,2.0226914943696084
-1.9927989497374343,1.8772127050153127
-1.991798799699925,1.7592481225611454
-1.9907986496624157,1.6610948650911723
-1.9897984996249063,1.5777661017856244
-1.9887983495873969,1.505872072834204
-1.9877981995498875,1.4430174460260634
-1.986798049512378,1.387455167992002
-1.9857978994748686,1.337877035411916
-1.9847977494373594,1.2932814323491715
-1.98379759939985,1.2528867363833232
-1.9827974493623406,1.2160728560042213
-1.9817972993248312,1.1823406999481625
-1.9807971492873218,1.1512834209678413
-1.9797969992498126,1.1225655940079078
-1.9787968492123031,1.0959078648702425
-1.9777966991747937,1.0710754481125941
-1.9767965491372843,1.0478693831895614
-1.975796399099775,1.0261197997523055
-1.9747962490622655,1.00568066835662
-1.9737960990247563,0.9864256642997532
-1.9727959489872469,0.9682448759711229
-1.9717957989497374,0.9510421612213417
-1.970795648912228,0.9347330061858078
-1.9697954988747186,0.9192427774685302
-1.9687953488372092,0.9045052850403412
-1.9677951987997,0.8904615926143087
-1.9667950487621906,0.8770590266609057
-1.9657948987246812,0.8642503460185024
-1.9647947486871717,0.8519930422216283
-1.9637945986496623,0.8402487469048717
-1.9627944486121531,0.8289827274405921
-1.9617942985746437,0.8181634556934941
-1.9607941485371343,0.8077622376868475
-1.9597939984996249,0.7977528942670813
-1.9587938484621155,0.788111484669675
-1.957793698424606,0.778816066337209
-1.9567935483870968,0.7698464855019022
-1.9557933983495874,0.7611841939815568
-1.954793248312078,0.7528120883975035
-1.9537930982745686,0.744714368641964
-1.9527929482370592,0.7368764129293119
-1.95179279819955,0.7292846671826287
-1.9507926481620406,0.7219265468515846
-1.9497924981245311,0.7147903495436313
-1.9487923480870217,0.7078651770886868
-1.9477921980495123,0.7011408658567455
-1.946792048012003,0.6946079243151286
-1.9457918979744937,0.6882574769529245
-1.9447917479369843,0.6820812138193277
-1.9437915978994749,0.6760713450235425
-1.9427914478619654,0.670220559629858
-1.941791297824456,0.6645219884548047
-1.9407911477869468,0.6589691703360799
-1.9397909977494374,0.6535560214967177
-1.938790847711928,0.648276807674386
-1.9377906976744186,0.6431261187256032
-1.9367905476369092,0.6380988454492899
-1.9357903975993997,0.6331901584040361
-1.9347902475618906,0.6283954885195208
-1.9337900975243811,0.6237105093252188
-1.9327899474868717,0.6191311206393597
-1.9317897974493623,0.6146534335784138
-1.9307896474118529,0.6102737567626054
-1.9297894973743437,0.6059885836062874
-1.9287893473368343,0.6017945805937793
-1.9277891972993249,0.5976885764516225
-1.9267890472618154,0.5936675521373587
-1.925788897224306,0.589728631573061
-1.9247887471867966,0.5858690730590079
-1.9237885971492874,0.5820862613092888
-1.922788447111778,0.5783777000567876
-1.9217882970742686,0.5747410051800701
-1.9207881470367592,0.5711738983091885
-1.9197879969992497,0.5676742008714614
-1.9187878469617405,0.5642398285418992
-1.9177876969242311,0.5608687860661669
-1.9167875468867217,0.5575591624268991
-1.9157873968492123,0.5543091263267581
-1.9147872468117029,0.5511169219640171
-1.9137870967741935,0.5479808650785226
-1.9127869467366843,0.5448993392478355
-1.9117867966991748,0.5418707924150441
-1.9107866466616654,0.5388937336313323
-1.909786496624156,0.5359667299977646
-1.9087863465866466,0.5330884037920592
-1.9077861965491374,0.5302574297672668
-1.906786046511628,0.5274725326103278
-1.9057858964741186,0.5247324845494531
-1.9047857464366091,0.5220361031001269
-1.9037855963990997,0.5193822489403503
-1.9027854463615903,0.5167698239064502
-1.901785296324081,0.514197769101458
-1.9007851462865717,0.5116650631086554
-1.8997849962490623,0.5091707203034554
-1.8987848462115529,0.5067137892572756
-1.8977846961740434,0.5042933512275443
-1.8967845461365342,0.5019085187283989
-1.8957843960990248,0.4995584341770269
-1.8947842460615154,0.4972422686109709
-1.893784096024006,0.494959220472032
-1.8927839459864966,0.4927085144527333
-1.8917837959489872,0.4904894004015716
-1.890783645911478,0.4883011522835488
-1.8897834958739685,0.48614306719271366
-1.8887833458364591,0.4840144644136721
-1.8877831957989497,0.48191468452921277
-1.8867830457614403,0.4798430885714022
-1.8857828957239309,0.47779905721366356
-1.8847827456864217,0.4757819900015253
-1.8837825956489123,0.4737913046198662
-1.8827824456114028,0.47182643619463593
-1.8817822955738934,0.4698868366271416
-1.880782145536384,0.4679719739591269
-1.8797819954988748,0.4660813317669732
-1.8787818454613654,0.4642144085834544
-1.877781695423856,0.4623707173455825
-1.8767815453863466,0.4605497848671579
-1.8757813953488371,0.45875115133473193
-1.8747812453113277,0.45697436982576306
-1.8737810952738185,0.4552190058478232
-1.8727809452363091,0.4534846368977677
-1.8717807951987997,0.451770852039869
-1.8707806451612903,0.4500772515019438
-1.8697804951237809,0.44840344628858003
-1.8687803450862717,0.44674905781061697
-1.8677801950487622,0.4451137175300695
-1.8667800450112528,0.4434970666197525
-1.8657798949737434,0.4418987556368806
-1.864779744936234,0.4403184442099778
-1.8637795948987246,0.43875580073845694
-1.8627794448612154,0.4372105021042689
-1.861779294823706,0.43568223339505024
-1.8607791447861965,0.4341706876382373
-1.8597789947486871,0.4326755655456284
-1.8587788447111777,0.43119657526791955
-1.8577786946736685,0.42973343215875565
-1.856778544636159,0.428285858547857
-1.8557783945986497,0.4268535835228266
-1.8547782445611403,0.42543634271923053
-1.8537780945236308,0.4240338781185977
-1.8527779444861214,0.4226459378539795
-1.8517777944486122,0.42127227602274303
-1.8507776444111028,0.4199126525062753
-1.8497774943735934,0.4185668327963098
-1.848777344336084,0.4172345878275751
-1.8477771942985746,0.4159156938165108
-1.8467770442610654,0.414609932105779
-1.845776894223556,0.41331708901433756
-1.8447767441860465,0.4120369556928349
-1.8437765941485371,0.4107693279841066
-1.8427764441110277,0.40951400628856344
-1.8417762940735183,0.4082707954342675
-1.840776144036009,0.407039504551507
-1.8397759939984997,0.4058199469516835
-1.8387758439609903,0.4046119400103427
-1.8377756939234808,0.4034153050541758
-1.8367755438859714,0.4022298672518387
-1.8357753938484622,0.40105545550843463
-1.8347752438109528,0.39989190236351524
-1.8337750937734434,0.39873904389246667
-1.832774943735934,0.39759671961114224
-1.8317747936984246,0.3964647723836217
-1.8307746436609151,0.39534304833297385
-1.829774493623406,0.3942313967549083
-1.8287743435858965,0.3931296700342056
