x,rho
-5.9994,0.0006205095387110667
-5.996399549887472,0.0015205971491191734
-5.993399099774944,0.0020596829161226553
-5.990398649662415,0.0024850093324894425
-5.9873981995498875,0.0028480087648037537
-5.98439774943736,0.0031701650720737627
-5.981397299324831,0.0034628968534585404
-5.978396849212303,0.0037331331737151803
-5.975396399099775,0.003985453285273938
-5.972395948987247,0.004223070411318822
-5.969395498874719,0.004448341941270554
-5.96639504876219,0.0046630580296672915
-5.963394598649662,0.004868615975032395
-5.960394148537135,0.005066131200460708
-5.957393698424606,0.005256510917434079
-5.954393248312078,0.0054405047497808725
-5.95139279819955,0.005618740556396816
-5.9483923480870216,0.005791750420953508
-5.945391897974494,0.005959989918680258
-5.942391447861965,0.006123852670654909
-5.939390997749437,0.006283681521991066
-5.936390547636909,0.006439777254296471
-5.933390097524381,0.006592405466164915
-5.930389647411853,0.0067418020715201
-5.927389197299325,0.006888177740662798
-5.924388747186796,0.007031721522328027
-5.921388297074269,0.007172603824075565
-5.918387846961741,0.00731097888467933
-5.915387396849212,0.007446986840473771
-5.912386946736684,0.007580755464282782
-5.909386496624156,0.007712401638175816
-5.906386046511628,0.007842032608201054
-5.9033855963991,0.007969747059281591
-5.900385146286571,0.008095636040798795
-5.8973846961740435,0.008219783767448969
-5.894384246061516,0.00834226831531416
-5.891383795948987,0.008463162229426354
-5.888383345836459,0.008582533056198284
-5.885382895723931,0.008700443811770368
-5.882382445611403,0.008816953395452083
-5.879381995498875,0.008932116955923
-5.876381545386346,0.009045986216625522
-5.873381095273818,0.009158609765770563
-5.8703806451612905,0.0092700333155479
-5.867380195048762,0.009380299934443805
-5.864379744936234,0.009489450255998056
-5.861379294823706,0.009597522666855514
-5.8583788447111775,0.009704553476566694
-5.85537839459865,0.009810577071255723
-5.852377944486122,0.009915626052989884
-5.849377494373593,0.010019731366442628
-5.846377044261065,0.010122922414237364
-5.843376594148537,0.010225227162184004
-5.840376144036009,0.010326672235468907
-5.837375693923481,0.010427283006731089
-5.834375243810952,0.010527083676844977
-5.831374793698425,0.010626097349134006
-5.828374343585897,0.010724346097656639
-5.825373893473368,0.010821851030132397
-5.82237344336084,0.010918632346013205
-5.8193729932483125,0.0110147093901502
-5.816372543135784,0.011110100702456749
-5.813372093023256,0.011204824063926772
-5.810371642910727,0.011298896539330243
-5.8073711927981995,0.011392334516873494
-5.804370742685672,0.011485153745084633
-5.801370292573143,0.011577369367156911
-5.798369842460615,0.011668995952961057
-5.795369392348087,0.011760047528917163
-5.792368942235559,0.011850537605897968
-5.789368492123031,0.011940479205319737
-5.786368042010503,0.012029884883562991
-5.783367591897974,0.012118766754851093
-5.7803671417854465,0.01220713651270443
-5.777366691672918,0.012295005450077083
-5.77436624156039,0.012382384478272957
-5.771365791447862,0.012469284144731285
-5.7683653413353335,0.01255571464976222
-5.765364891222806,0.012641685862307595
